계급,직렬,지역,부대,임용예정일
9급,행정,충북 청주,학군단(청주),2019.10.1.
9급,행정,부산,53사단,2019.10.1.
9급,행정,경북 영천,3사교,2019.10.1.
9급,행정,경남 진주,39사단,2019.10.1.
9급,행정,경북 영천,2작전사령부(영천),2019.10.1.
9급,행정,경남 김해,52군수지원단,2019.10.1.
9급,행정,경기 이천,항공작전사령부,2019.10.1.
9급,행정,경기 고양,60사단,2019.10.1.
9급,행정,전남 나주,학군단(동신대),2019.10.1.
9급,행정,대전,1115공병단,2019.10.1.
9급,행정,강원 원주,71항정대대,2019.10.1.
9급,행정,서울,수도방위사령부,2019.10.1.
9급,화학분석,강원 춘천,2군단,2019.10.1.
9급,화학분석,강원 인제,3군단,2019.10.1.
9급,화학분석,강원 인제,3군단,2019.10.1.
9급,화학분석,강원 원주,1군수지원사령부,2019.10.1.
9급,환경,경기 시흥,수도포병여단,2019.10.1.
9급,환경,충북 괴산,학생군사학교,2019.10.1.
9급,환경,충남 논산,항공학교,2019.10.1.
9급,환경,강원 고성,22사단,2019.10.1.
9급,환경,강원 인제,3군단,2019.10.1.
9급,환경,경기 가평,수도기계화사단,2019.10.1.
9급,환경,강원 인제,과학화전투훈련단,2019.10.1.
9급,환경,강원 인제,3군단,2019.10.1.
9급,환경,강원 양양,8군단,2019.10.1.
9급,환경,강원 철원,3사단,2019.10.1.
9급,군사정보,경기 의정부,1군수지원사령부,2020.08.01.
9급,군사정보,경기 고양,9사단,2020.08.01.
9급,기체,경기 양주,11항공단(양주),2020.08.01.
9급,기체,경기 양주,11항공단(양주),2020.08.01.
9급,인쇄,대구,2작전사령부,2020.08.01.
9급,전자,경기 포천,5군수지원여단(포천),2020.08.01.
9급,전자,전남 장성,51군수지원단,2020.08.01.
9급,차량,충북 증평,37사단,2020.08.01.
9급,차량,경남 함안,39사단,2020.08.01.
9급,총포,경기 포천,5군수지원여단(포천),2020.08.01.
9급,총포,전남 장성,51군수지원단,2020.08.01.
9급,총포,강원 춘천,2군수지원여단,2020.08.01.
9급,총포,경기 파주,2기갑여단,2020.08.01.
9급,총포,전남 장성,51군수지원단,2020.08.01.
9급,군수,경기 포천,지작사,2020.09.01.
9급,군수,강원 춘천,지작사,2020.09.01.
9급,군수,경남 함안,39사단,2020.09.01.
9급,군수,강원 화천,27사단,2020.09.01.
9급,군수,대구,5군수지원사령부,2020.09.01.
9급,기체,경기 용인,17항공단,2020.09.01.
9급,기체,경기 이천,1항공여단,2020.09.01.
9급,기체,경기 용인,의무후송항공대,2020.09.01.
9급,기체,경기 이천,1항공여단,2020.09.01.
9급,유도무기,경남 창원,종합정비창,2020.09.01.
9급,인쇄,대구,2작전사령부,2020.09.01.
9급,일반기계,강원 원주,1군수지원사령부,2020.09.01.
9급,전기,강원 화천,7사단,2020.09.01.
9급,전자,경기 양주,7군수지원단(양주),2020.09.01.
9급,전자,경기 용인,17항공단,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경기 양주,7군수지원단(양주),2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,전차,경남 창원,종합정비창,2020.09.01.
9급,차량,강원 원주,1군수지원사령부,2020.09.01.
9급,차량,인천,6군수지원단(인천),2020.09.01.
9급,차량,강원 원주,1군수지원사령부,2020.09.01.
9급,차량,강원 원주,1군수지원사령부,2020.09.01.
9급,총포,인천,6군수지원단(인천),2020.09.01.
9급,총포,강원 원주,1군수지원사령부,2020.09.01.
9급,총포,인천,6군수지원단(인천),2020.09.01.
9급,총포,강원 원주,1군수지원사령부,2020.09.01.
9급,총포,인천,6군수지원단(인천),2020.09.01.
9급,총포,경기 이천,1항공여단,2020.09.01.
9급,총포,경남 창원,종합정비창,2020.09.01.
9급,총포,강원 원주,1군수지원사령부,2020.09.01.
9급,총포,경기 이천,1항공여단,2020.09.01.
9급,총포,강원 원주,1군수지원사령부,2020.09.01.
9급,통신,전남 장성,기계화학교,2020.09.01.
9급,행정,경기 이천,3공수특전여단,2020.09.01.
9급,행정,전남 광주,31사단,2020.09.01.
9급,행정,강원 양양,8군단사령부,2020.09.01.
9급,행정,충북 괴산,37사단,2020.09.01.
9급,군사정보,강원 양양,52사단,2021.02.01.
9급,군사정보,충북 괴산,화력여단,2021.02.01.
9급,군사정보,경기 고양,1군단,2021.02.01.
9급,군사정보,경기 시흥,52사단(시흥),2021.02.01.
9급,군사정보,인천,17사단,2021.02.01.
9급,군사정보,경기 광주,1101공병단,2021.02.01.
9급,군사정보,경기 이천,종합정비창(이천),2021.02.01.
9급,군사정보,강원 양구,21사단,2021.02.01.
9급,군수,경기 광주,1101공병단,2021.02.01.
9급,군수,강원 화천,27사단,2021.02.01.
9급,군수,경기 남양주,1군수지원사령부(남양주),2021.02.01.
9급,군수,경기 포천,6사단,2021.02.01.
9급,군수,대전,53군수지원단,2021.02.01.
9급,군수,경기 시흥,수도군수지원단(시흥),2021.02.01.
9급,군수,인천,수도군수지원단,2021.02.01.
9급,군수,강원 강릉,8군수지원단,2021.02.01.
9급,군수,대전,육군대학,2021.02.01.
9급,군수,강원 원주,1군수지원사령부,2021.02.01.
9급,군수,경기 화성,51사단,2021.02.01.
9급,군수,경기 광주,1101공병단,2021.02.01.
9급,군수,경기 광명,52사단,2021.02.01.
9급,군수,경기 용인,17항공단,2021.02.01.
9급,군수,대구,5군수지원사령부,2021.02.01.
9급,군수,강원 인제,3군수지원여단,2021.02.01.
9급,군수,대전,군수사령부,2021.02.01.
9급,군수,경기 포천,6군수지원단(포천),2021.02.01.
9급,군수,대전,53군수지원단,2021.02.01.
9급,군수,인천,17사단,2021.02.01.
9급,군수,대전,군수사령부,2021.02.01.
9급,군수,대구,2작전사령부,2021.02.01.
9급,군수,강원 원주,1101공병단(원주),2021.02.01.
9급,군수,대구,5군수지원사령부,2021.02.01.
9급,군수,대전,군수사령부,2021.02.01.
9급,군수,경기 남양주,1군수지원사령부(남양주),2021.02.01.
9급,군수,경기 양주,6군수지원단(양주),2021.02.01.
9급,군수,대전,53군수지원단,2021.02.01.
9급,군수,경기 남양주,1군수지원사령부(남양주),2021.02.01.
9급,군수,대전,전투지휘훈련단,2021.02.01.
9급,군수,대전,군수사령부,2021.02.01.
9급,군수,충남 논산,육군훈련소,2021.02.01.
9급,군수,충남 논산,육군훈련소,2021.02.01.
9급,군수,인천,수도군수지원단,2021.02.01.
9급,군수,부산,2보급단,2021.02.01.
9급,군수,경기 고양,9사단,2021.02.01.
9급,군수,강원 원주,1군수지원사령부,2021.02.01.
9급,군수,강원 강릉,8군수지원단,2021.02.01.
9급,군수,강원 화천,7사단,2021.02.01.
9급,군수,경기 고양,56사단,2021.02.01.
9급,군수,경기 남양주,1군수지원사령부(남양주),2021.02.01.
9급,군수,경기 포천,5공병여단,2021.02.01.
9급,군수,전남 장성,공병학교,2021.02.01.
9급,군수,강원 강릉,8군수지원단,2021.02.01.
9급,군수,전남 장성,보병학교,2021.02.01.
9급,군수,강원 강릉,8군수지원단,2021.02.01.
9급,군수,경기 남양주,1군수지원사령부(남양주),2021.02.01.
9급,군수,강원 강릉,8군수지원단,2021.02.01.
9급,군수,강원 원주,1군수지원사령부,2021.02.01.
9급,군수,대전,군수사령부,2021.02.01.
9급,군수,경남 김해,52군수지원단,2021.02.01.
9급,군수,경기 포천,5군수지원여단,2021.02.01.
9급,군수,경기 포천,5공병여단,2021.02.01.
9급,군수,대전,군수사령부,2021.02.01.
9급,군수,대전,군수사령부,2021.02.01.
9급,군수,경남 김해,52군수지원단,2021.02.01.
9급,군수,경기 양주,8사단,2021.02.01.
9급,군수,대전,군수사령부,2021.02.01.
9급,군수,강원 원주,1군수지원사령부,2021.02.01.
9급,군수,강원 강릉,8군수지원단,2021.02.01.
9급,군수,경기 파주,1사단,2021.02.01.
9급,군수,대전,군수사령부,2021.02.01.
9급,군수,대전,53군수지원단,2021.02.01.
9급,군수,경기 연천,5사단,2021.02.01.
9급,군수,세종,1보급단,2021.02.01.
9급,금속,경남 창원,종합정비창,2021.02.01.
9급,기체,경남 창원,종합정비창,2021.02.01.
9급,기체,경남 창원,종합정비창,2021.02.01.
9급,기체,경기 하남,항공정비여단,2021.02.01.
9급,기체,경남 창원,종합정비창,2021.02.01.
9급,기체,경기 이천,1항공여단(이천),2021.02.01.
9급,기체,경남 창원,종합정비창,2021.02.01.
9급,병리,강원 철원,3사단,2021.02.01.
9급,시설,경기 남양주,73사단,2021.02.01.
9급,시설,강원 양구,21사단,2021.02.01.
9급,시설,경기 양주,7군수지원단(양주),2021.02.01.
9급,시설,강원 철원,3사단,2021.02.01.
9급,시설,경기 고양,56사단,2021.02.01.
9급,시설,경기 고양,9사단,2021.02.01.
9급,시설,인천,국제평화지원단,2021.02.01.
9급,시설,서울,1공수특전여단,2021.02.01.
9급,시설,경기 용인,지상작전사령부,2021.02.01.
9급,시설,충북 증평,13특수임무여단,2021.02.01.
9급,시설,강원 화천,15사단,2021.02.01.
9급,시설,강원 인제,과학화전투훈련단,2021.02.01.
9급,시설,경기 용인,55사단,2021.02.01.
9급,시설,전남 담양,11공수특전여단,2021.02.01.
9급,시설,경기 남양주,75사단,2021.02.01.
9급,시설,경남 창원,종합정비창,2021.02.01.
9급,시설,경기 부천,1175공병단,2021.02.01.
9급,시설,전북 익산,7공수특전여단,2021.02.01.
9급,영상,강원 인제,과학화전투훈련단,2021.02.01.
9급,영상,전남 장성,상무대근무지원단,2021.02.01.
9급,용접,인천,수도군수지원단,2021.02.01.
9급,용접,경기 시흥,수도군수지원단(시흥),2021.02.01.
9급,의공,서울,육군사관학교,2021.02.01.
9급,일반기계,경기 양주,6군수지원단(양주),2021.02.01.
9급,일반기계,경기 광명,52사단,2021.02.01.
9급,일반기계,경기 양주,8사단,2021.02.01.
9급,일반기계,충북 충주,7탄약창,2021.02.01.
9급,전산,강원 인제,3포병여단,2021.02.01.
9급,전산,충남 계룡,정보체계관리단,2021.02.01.
9급,전자,경기 포천,5군단,2021.02.01.
9급,전자,강원 인제,과학화전투훈련단,2021.02.01.
9급,전자,경기 양주,1군단(양주),2021.02.01.
9급,전자,강원 인제,3군수지원여단,2021.02.01.
9급,전자,경기 하남,항공정비여단(하남),2021.02.01.
9급,전자,경기 양주,1군단(양주),2021.02.01.
9급,전자,전남 장성,51군수지원단,2021.02.01.
9급,전자,전북 임실,6탄약창,2021.02.01.
9급,전자,경기 이천,7군단,2021.02.01.
9급,차량,인천,1군수지원사령부(인천),2021.02.01.
9급,차량,경기 남양주,73사단,2021.02.01.
9급,차량,인천,수도군단(인천),2021.02.01.
9급,차량,경기 의정부,7군수지원단,2021.02.01.
9급,차량,경기 시흥,52사단(시흥),2021.02.01.
9급,차량,경기 양주,8사단,2021.02.01.
9급,차량,강원 홍천,11사단,2021.02.01.
9급,차량,경기 화성,51사단,2021.02.01.
9급,차량,경기 포천,5군수지원여단,2021.02.01.
9급,차량,인천,1군수지원사령부(인천),2021.02.01.
9급,차량,경기 고양,56사단,2021.02.01.
9급,차량,경기 안양,수도군단,2021.02.01.
9급,차량,경기 시흥,52사단(시흥),2021.02.01.
9급,차량,강원 원주,1군수지원사령부,2021.02.01.
9급,차량,강원 양구,21사단,2021.02.01.
9급,차량,강원 양구,21사단,2021.02.01.
9급,차량,대구,5군수지원사령부,2021.02.01.
9급,차량,강원 원주,1군수지원사령부,2021.02.01.
9급,차량,대전,53군수지원단,2021.02.01.
9급,차량,경기 포천,5군수지원여단,2021.02.01.
9급,차량,강원 원주,1군수지원사령부,2021.02.01.
9급,차량,강원 원주,1군수지원사령부,2021.02.01.
9급,차량,경기 고양,9사단,2021.02.01.
9급,차량,대구,2작전사령부,2021.02.01.
9급,차량,강원 원주,화력여단,2021.02.01.
9급,차량,강원 인제,12사단,2021.02.01.
9급,차량,충북 영동,8탄약창,2021.02.01.
9급,차량,강원 원주,1군수지원사령부,2021.02.01.
9급,차량,경기 양주,8사단,2021.02.01.
9급,차량,강원 원주,1군수지원사령부,2021.02.01.
9급,차량,강원 원주,1군수지원사령부,2021.02.01.
9급,차량,경남 김해,52군수지원단,2021.02.01.
9급,차량,서울,동원자원호송단(서울),2021.02.01.
9급,차량,인천,1군수지원사령부(인천),2021.02.01.
9급,차량,경기 시흥,수도군수지원단(시흥),2021.02.01.
9급,차량,경기 화성,51사단,2021.02.01.
9급,차량,경기 포천,5군수지원여단,2021.02.01.
9급,차량,경기 포천,6군수지원단(포천),2021.02.01.
9급,차량,경기 이천,7군단,2021.02.01.
9급,차량,전남 장성,상무대근무지원단,2021.02.01.
9급,차량,전남 담양,11공수특전여단,2021.02.01.
9급,차량,경기 양주,7군수지원단(양주),2021.02.01.
9급,차량,전남 장성,51군수지원단,2021.02.01.
9급,차량,대구,5군수지원사령부,2021.02.01.
9급,차량,강원 원주,1군수지원사령부,2021.02.01.
9급,차량,경기 양주,72사단,2021.02.01.
9급,차량,대구,5군수지원사령부,2021.02.01.
9급,차량,경기 양주,5기갑여단,2021.02.01.
9급,차량,경기 포천,5군수지원여단,2021.02.01.
9급,차량,경기 여주,7공병여단(여주),2021.02.01.
9급,차량,경기 여주,7공병여단(여주),2021.02.01.
9급,차량,경기 포천,1기갑여단,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,대전,탄약사령부,2021.02.01.
9급,탄약,충북 충주,7탄약창,2021.02.01.
9급,탄약,충북 충주,7탄약창,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,충북 제천,5탄약창,2021.02.01.
9급,탄약,충북 제천,5탄약창,2021.02.01.
9급,탄약,대전,탄약사령부,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,세종,11탄약창,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,경기 양주,1군수지원여단(양주),2021.02.01.
9급,탄약,경기 양주,1군수지원여단(양주),2021.02.01.
9급,탄약,전북 임실,6탄약창,2021.02.01.
9급,탄약,충북 영동,8탄약창,2021.02.01.
9급,탄약,충북 제천,5탄약창,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,경북 영천,2탄약창,2021.02.01.
9급,탄약,경기 양주,1군수지원여단(양주),2021.02.01.
9급,탄약,전북 임실,6탄약창,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,경기 양주,1군수지원여단(양주),2021.02.01.
9급,탄약,경기 고양,1군수지원여단,2021.02.01.
9급,탄약,충북 영동,8탄약창,2021.02.01.
9급,통신,경기 광명,52사단,2021.02.01.
9급,통신,경기 양주,11항공단(양주),2021.02.01.
9급,통신,경기 포천,6군수지원단(포천),2021.02.01.
9급,통신,경기 이천,특수전사령부,2021.02.01.
9급,통신,경기 포천,5군단,2021.02.01.
9급,통신,경기 고양,56사단,2021.02.01.
9급,통신,경기 남양주,56사단(남양주),2021.02.01.
9급,통신,경기 안양,수도군단,2021.02.01.
9급,통신,경기 남양주,56사단(남양주),2021.02.01.
9급,통신,강원 인제,3군수지원여단,2021.02.01.
9급,통신,경기 포천,5군단,2021.02.01.
9급,통신,강원 원주,화력여단,2021.02.01.
